Put Gamma,Put Vega,Put Theta,Put Delta,PCR,Put POP %,Put Volume,Put OI Change,Put Change %,Put OI,Put Bid Price,Put Offer Price,Put Intrinsic Value(Fut),Put Intrinsic Value(Spot),Put Time Value,Put LTP,Strike,IV,Instrument,Call LTP,Call Time Value,Call Intrinsic Value(Spot),Call Intrinsic Value(Fut),Call Bid Price,Call Offer Price,Call OI,Call Change %,Call OI Change,Call Volume,Call POP %,Call Delta,Call Theta,Call Vega,Call Gamma
0.00000,1.41,-2.75,-0.01,216.38,0.01,195275.00,16850.00,63.80,43275.00,4.30,4.35,0.00,0.00,4.30,4.30,39900,24.00,BANKNIFTY,3159.60,150.82,2977.35,3008.78,2893.80,3101.65,200.00,0.00,0.00,0.00,0.41,0.99,-2.75,1.41,0.00000
0.00000,1.52,-2.89,-0.01,31.12,0.01,3793300.00,71325.00,5.80,1307125.00,4.55,4.60,0.00,0.00,4.60,4.60,40000,23.50,BANKNIFTY,2900.00,-8.78,2877.35,2908.78,2902.85,2908.00,42000.00,2.20,900.00,2150.00,0.51,0.99,-2.89,1.52,0.00000
0.00000,1.59,-2.95,-0.01,143.81,0.01,267500.00,28875.00,100.80,57525.00,4.70,4.80,0.00,0.00,4.75,4.75,40100,22.80,BANKNIFTY,2800.00,-8.78,2777.35,2808.78,2706.45,2866.35,400.00,0.00,0.00,50.00,0.51,0.99,-2.95,1.59,0.00000
0.00000,1.70,-3.08,-0.01,299.91,0.01,420250.00,19650.00,31.30,82475.00,5.00,5.05,0.00,0.00,5.05,5.05,40200,22.30,BANKNIFTY,2760.00,51.22,2677.35,2708.78,2598.75,2766.35,275.00,0.00,0.00,0.00,0.47,0.99,-3.08,1.70,0.00000
0.00000,1.82,-3.20,-0.01,543.71,0.01,567900.00,47225.00,98.50,95150.00,5.30,5.40,0.00,0.00,5.35,5.35,40300,21.70,BANKNIFTY,2611.05,2.27,2577.35,2608.78,2558.15,2642.60,175.00,0.00,0.00,0.00,0.5,0.99,-3.20,1.82,0.00000
0.00000,1.95,-3.34,-0.01,119.03,0.01,472725.00,64925.00,237.60,92250.00,5.70,5.75,0.00,0.00,5.70,5.70,40400,21.10,BANKNIFTY,2488.00,-20.78,2477.35,2508.78,2459.10,2541.15,775.00,0.00,0.00,100.00,0.52,0.99,-3.34,1.95,0.00000
0.00000,2.12,-3.55,-0.02,44.35,0.01,3039275.00,406825.00,77.70,930275.00,6.15,6.20,0.00,0.00,6.20,6.20,40500,20.60,BANKNIFTY,2450.00,41.22,2377.35,2408.78,2404.90,2416.00,20975.00,-25.80,-7300.00,8950.00,0.48,0.98,-3.55,2.12,0.00000
0.00000,2.27,-3.70,-0.02,40.34,0.02,541000.00,47075.00,118.70,86725.00,6.60,6.65,0.00,0.00,6.60,6.60,40600,20.00,BANKNIFTY,2315.00,6.22,2277.35,2308.78,2217.70,2396.55,2150.00,-14.00,-350.00,700.00,0.5,0.98,-3.70,2.27,0.00000
0.00000,2.46,-3.88,-0.02,73.04,0.02,562625.00,54625.00,67.90,135125.00,7.05,7.15,0.00,0.00,7.10,7.10,40700,19.50,BANKNIFTY,2250.00,41.22,2177.35,2208.78,2116.90,2257.70,1850.00,0.00,0.00,25.00,0.48,0.98,-3.88,2.46,0.00000
0.00000,2.69,-4.14,-0.02,54.36,0.02,835050.00,116675.00,133.80,203850.00,7.75,7.80,0.00,0.00,7.80,7.80,40800,19.00,BANKNIFTY,2070.00,-38.78,2077.35,2108.78,2068.55,2145.70,3750.00,4.20,150.00,300.00,0.53,0.98,-4.14,2.69,0.00000
0.00010,2.94,-4.41,-0.02,82.77,0.02,968900.00,116575.00,153.60,192450.00,8.50,8.55,0.00,0.00,8.55,8.55,40900,18.50,BANKNIFTY,1969.05,-39.73,1977.35,2008.78,1918.80,2020.30,2325.00,2.20,50.00,225.00,0.53,0.98,-4.41,2.94,0.00010
0.00010,3.25,-4.73,-0.02,34.79,0.02,5380100.00,820875.00,95.60,1679375.00,9.45,9.50,0.00,0.00,9.50,9.50,41000,18.00,BANKNIFTY,1896.90,-11.88,1877.35,1908.78,1911.65,1914.90,48275.00,-3.50,-1750.00,17150.00,0.51,0.98,-4.73,3.25,0.00010
0.00010,3.57,-5.04,-0.03,107.85,0.03,1230150.00,138850.00,141.10,237275.00,10.45,10.55,0.00,0.00,10.45,10.45,41100,17.40,BANKNIFTY,1816.10,7.32,1777.35,1808.78,1809.35,1821.05,2200.00,0.00,0.00,200.00,0.5,0.97,-5.04,3.57,0.00010
0.00010,3.94,-5.41,-0.03,66.89,0.03,1788575.00,236000.00,162.50,381275.00,11.60,11.70,0.00,0.00,11.65,11.65,41200,16.90,BANKNIFTY,1734.30,25.52,1677.35,1708.78,1713.55,1721.05,5700.00,2.20,125.00,3475.00,0.49,0.97,-5.41,3.94,0.00010
0.00010,4.43,-5.93,-0.04,28.07,0.04,1294650.00,97775.00,80.70,218975.00,13.25,13.35,0.00,0.00,13.35,13.35,41300,16.50,BANKNIFTY,1639.50,30.72,1577.35,1608.78,1615.75,1623.65,7800.00,1.60,125.00,275.00,0.49,0.96,-5.93,4.43,0.00010
0.00010,4.97,-6.46,-0.04,103.15,0.04,1928025.00,312350.00,202.30,466750.00,15.15,15.25,0.00,0.00,15.25,15.25,41400,16.00,BANKNIFTY,1505.00,-3.78,1477.35,1508.78,1506.75,1524.55,4525.00,-2.20,-100.00,350.00,0.51,0.96,-6.46,4.97,0.00010
0.00010,5.58,-7.03,-0.05,17.3,0.05,5289250.00,554775.00,73.60,1308575.00,17.45,17.55,0.00,0.00,17.45,17.45,41500,15.50,BANKNIFTY,1421.65,12.87,1377.35,1408.78,1421.50,1423.90,75625.00,16.50,10700.00,25075.00,0.5,0.95,-7.03,5.58,0.00010
0.00010,6.29,-7.70,-0.06,115.56,0.05,2674075.00,339325.00,114.50,635600.00,20.10,20.20,0.00,0.00,20.20,20.20,41600,15.10,BANKNIFTY,1335.00,26.22,1277.35,1308.78,1324.20,1330.35,5500.00,-17.60,-1175.00,2875.00,0.49,0.94,-7.70,6.29,0.00010
0.00020,7.15,-8.51,-0.07,56.81,0.06,3531925.00,150525.00,37.60,551100.00,23.70,23.80,0.00,0.00,23.80,23.80,41700,14.70,BANKNIFTY,1221.45,12.67,1177.35,1208.78,1228.50,1233.85,9700.00,2.10,200.00,1225.00,0.5,0.93,-8.51,7.15,0.00020
0.00020,8.12,-9.42,-0.08,67.74,0.08,5358975.00,350900.00,61.30,923025.00,28.20,28.30,0.00,0.00,28.20,28.20,41800,14.30,BANKNIFTY,1133.15,24.37,1077.35,1108.78,1133.35,1136.65,13625.00,8.30,1050.00,7925.00,0.49,0.92,-9.42,8.12,0.00020
0.00020,9.32,-10.56,-0.09,35.13,0.09,4562425.00,254025.00,98.80,511075.00,34.15,34.30,0.00,0.00,34.30,34.30,41900,14.00,BANKNIFTY,1038.30,29.52,977.35,1008.78,1040.05,1043.05,14550.00,17.80,2200.00,7650.00,0.49,0.91,-10.56,9.32,0.00020
0.00030,10.64,-11.79,-0.11,2.72,0.11,10952000.00,562000.00,38.70,2012550.00,41.80,41.90,0.00,0.00,41.80,41.80,42000,13.70,BANKNIFTY,952.00,43.22,877.35,908.78,946.50,948.60,738975.00,6.50,44975.00,313975.00,0.48,0.89,-11.79,10.64,0.00030
0.00030,12.08,-13.09,-0.13,19.25,0.13,4751450.00,273600.00,76.40,631550.00,51.00,51.20,0.00,0.00,51.00,51.00,42100,13.40,BANKNIFTY,862.00,53.22,777.35,808.78,857.70,859.80,32800.00,21.10,5725.00,46900.00,0.47,0.87,-13.09,12.08,0.00030
0.00030,13.68,-14.54,-0.16,10.87,0.15,7100275.00,380375.00,66.20,955175.00,62.90,63.05,0.00,0.00,63.00,63.00,42200,13.10,BANKNIFTY,768.35,59.57,677.35,708.78,769.60,771.70,87875.00,38.00,24200.00,123975.00,0.47,0.84,-14.54,13.68,0.00030
0.00040,15.32,-15.99,-0.19,6.72,0.17,7972400.00,384250.00,93.90,793475.00,77.60,77.80,0.00,0.00,77.60,77.60,42300,12.90,BANKNIFTY,682.80,74.02,577.35,608.78,684.85,686.55,118150.00,40.40,34025.00,258850.00,0.46,0.81,-15.99,15.32,0.00040
0.00040,16.99,-17.42,-0.23,9.38,0.2,9654575.00,615900.00,85.70,1334225.00,95.70,96.00,0.00,0.00,95.80,95.80,42400,12.60,BANKNIFTY,603.25,94.47,477.35,508.78,603.00,604.35,142275.00,189.60,93150.00,556000.00,0.45,0.77,-17.42,16.99,0.00040
0.00050,18.59,-18.79,-0.27,2.33,0.23,16478225.00,930900.00,80.60,2086400.00,118.05,118.30,0.00,0.00,118.30,118.30,42500,12.50,BANKNIFTY,526.35,117.57,377.35,408.78,526.90,528.00,896325.00,116.30,481850.00,3446375.00,0.43,0.73,-18.79,18.59,0.00050
0.00050,20.01,-19.93,-0.32,2.98,0.26,11095725.00,763050.00,187.50,1170025.00,145.20,145.60,0.00,0.00,145.20,145.20,42600,12.30,BANKNIFTY,453.75,144.97,277.35,308.78,453.65,454.55,392525.00,190.20,257275.00,3006450.00,0.42,0.68,-19.93,20.01,0.00050
0.00060,21.16,-20.87,-0.38,1.31,0.29,15063650.00,798250.00,125.50,1434425.00,178.25,178.65,0.00,0.00,178.20,178.20,42700,12.20,BANKNIFTY,388.30,179.52,177.35,208.78,387.60,388.30,1097875.00,330.90,843075.00,7300950.00,0.4,0.62,-20.87,21.16,0.00060
0.00060,21.93,-21.43,-0.43,1.03,0.32,33595150.00,1802725.00,234.70,2570775.00,216.90,217.15,0.00,0.00,216.85,216.85,42800,12.10,BANKNIFTY,325.35,216.57,77.35,108.78,325.25,325.75,2507050.00,365.30,1968300.00,21946600.00,0.38,0.57,-21.43,21.93,0.00060
0.00060,22.24,-21.57,-0.49,0.66,0.35,36243975.00,1888225.00,311.30,2494875.00,261.10,261.55,0.00,22.65,261.55,261.55,42900,12.00,BANKNIFTY,269.90,261.12,0.00,8.78,269.95,270.25,3754550.00,447.50,3068725.00,32925025.00,0.35,0.51,-21.57,22.24,0.00060
0.00060,22.06,-21.20,-0.55,0.53,0.37,49705225.00,2488625.00,182.80,3849750.00,311.80,312.35,91.22,122.65,220.43,311.65,43000,11.90,BANKNIFTY,220.80,220.80,0.00,0.00,220.40,220.75,7218275.00,278.70,5312425.00,53553325.00,0.33,0.45,-21.20,22.06,0.00060
0.00060,21.38,-20.45,-0.61,0.29,0.4,13945600.00,600700.00,382.90,757600.00,368.75,369.55,191.22,222.65,177.93,369.15,43100,11.80,BANKNIFTY,178.35,178.35,0.00,0.00,178.00,178.35,2655925.00,412.00,2137150.00,21992275.00,0.29,0.39,-20.45,21.38,0.00060
0.00060,20.21,-19.17,-0.67,0.17,0.41,8739125.00,330500.00,272.40,451850.00,432.45,433.25,291.22,322.65,142.03,433.25,43200,11.70,BANKNIFTY,140.75,140.75,0.00,0.00,140.65,140.95,2584300.00,262.10,1870575.00,16366100.00,0.26,0.33,-19.17,20.21,0.00060
0.00050,18.68,-17.67,-0.72,0.15,0.43,3476125.00,204100.00,596.30,238325.00,502.15,503.20,391.22,422.65,111.73,502.95,43300,11.70,BANKNIFTY,110.40,110.40,0.00,0.00,110.40,110.55,1558975.00,314.20,1182625.00,12161175.00,0.23,0.28,-17.67,18.68,0.00050
0.00050,16.88,-15.97,-0.77,0.08,0.45,1337225.00,116100.00,560.20,136825.00,577.35,578.55,491.22,522.65,86.38,577.60,43400,11.70,BANKNIFTY,85.70,85.70,0.00,0.00,85.65,85.85,1686450.00,220.10,1159650.00,10234100.00,0.19,0.23,-15.97,16.88,0.00050
0.00040,14.98,-14.25,-0.81,0.08,0.46,1729950.00,93375.00,68.70,229200.00,656.30,658.15,591.22,622.65,68.73,659.95,43500,11.70,BANKNIFTY,66.50,66.50,0.00,0.00,66.45,66.55,2740125.00,113.70,1458000.00,16786525.00,0.17,0.19,-14.25,14.98,0.00040
0.00040,13.05,-12.51,-0.85,0.02,0.47,163775.00,14325.00,209.90,21150.00,740.95,742.75,691.22,722.65,52.53,743.75,43600,11.80,BANKNIFTY,51.20,51.20,0.00,0.00,51.15,51.25,1021925.00,193.20,673350.00,7243300.00,0.14,0.15,-12.51,13.05,0.00040
0.00030,11.24,-10.90,-0.88,0.02,0.47,63825.00,12150.00,192.10,18475.00,828.70,830.70,791.22,822.65,37.38,828.60,43700,12.00,BANKNIFTY,39.60,39.60,0.00,0.00,39.60,39.75,881250.00,142.20,517325.00,5923575.00,0.12,0.12,-10.90,11.24,0.00030
0.00030,9.60,-9.44,-0.90,0.01,0.48,41550.00,10500.00,219.90,15275.00,919.60,921.75,891.22,922.65,30.63,921.85,43800,12.10,BANKNIFTY,30.80,30.80,0.00,0.00,30.70,30.85,1076075.00,249.40,768125.00,6296350.00,0.1,0.10,-9.44,9.60,0.00030
0.00020,8.17,-8.18,-0.92,0.01,0.48,22700.00,4925.00,123.10,8925.00,1013.20,1015.35,991.22,1022.65,22.48,1013.70,43900,12.30,BANKNIFTY,24.25,24.25,0.00,0.00,24.40,24.45,714525.00,303.70,537525.00,4910525.00,0.09,0.08,-8.18,8.17,0.00020
0.00020,7.03,-7.22,-0.94,0.05,0.48,119275.00,22175.00,33.60,88175.00,1107.45,1110.05,1091.22,1122.65,23.78,1115.00,44000,12.70,BANKNIFTY,19.75,19.75,0.00,0.00,19.75,19.80,1948150.00,103.70,991725.00,9222175.00,0.07,0.06,-7.22,7.03,0.00020
0.00010,6.01,-6.32,-0.95,0.01,0.48,2850.00,700.00,23.00,3750.00,1203.35,1209.25,1191.22,1222.65,26.68,1217.90,44100,13.00,BANKNIFTY,16.00,16.00,0.00,0.00,16.00,16.05,657300.00,392.50,523825.00,4075300.00,0.06,0.05,-6.32,6.01,0.00010
0.00010,5.19,-5.61,-0.96,0,0.47,750.00,225.00,180.00,350.00,1300.65,1305.10,1291.22,1322.65,38.38,1329.60,44200,13.30,BANKNIFTY,13.30,13.30,0.00,0.00,13.35,13.40,732950.00,167.50,459000.00,3196850.00,0.05,0.04,-5.61,5.19,0.00010
0.00010,4.56,-5.07,-0.96,0,0.48,225.00,125.00,125.00,225.00,1397.55,1405.90,1391.22,1422.65,31.78,1423.00,44300,13.70,BANKNIFTY,11.40,11.40,0.00,0.00,11.40,11.45,656975.00,362.70,514975.00,2549800.00,0.05,0.04,-5.07,4.56,0.00010
0.00010,4.03,-4.63,-0.97,0,0.5,225.00,75.00,50.00,225.00,1485.45,1503.85,1491.22,1522.65,-9.87,1481.35,44400,14.20,BANKNIFTY,9.90,9.90,0.00,0.00,9.85,9.90,763800.00,337.40,589175.00,2754425.00,0.04,0.03,-4.63,4.03,0.00010
0.00010,3.55,-4.19,-0.97,0,0.49,8950.00,575.00,10.30,6175.00,1595.00,1598.65,1591.22,1622.65,19.73,1610.95,44500,14.60,BANKNIFTY,8.55,8.55,0.00,0.00,8.50,8.55,2026550.00,166.80,1267000.00,5814700.00,0.03,0.03,-4.19,3.55,0.00010
0.00010,3.18,-3.87,-0.98,0,--,0.00,0.00,0.00,0.00,1676.95,1725.80,1691.22,1722.65,--,0.00,44600,15.00,BANKNIFTY,7.60,7.60,0.00,0.00,7.60,7.65,467150.00,463.20,384200.00,1644850.00,0.03,0.02,-3.87,3.18,0.00010
0.00010,2.94,-3.72,-0.98,0,--,0.00,0.00,0.00,0.00,1737.25,1836.80,1791.22,1822.65,--,0.00,44700,15.60,BANKNIFTY,7.10,7.10,0.00,0.00,7.05,7.10,342675.00,243.70,242975.00,1456150.00,0.03,0.02,-3.72,2.94,0.00010
0.00010,2.69,-3.50,-0.98,0,--,0.00,0.00,0.00,0.00,1877.45,1948.40,1891.22,1922.65,--,0.00,44800,16.10,BANKNIFTY,6.50,6.50,0.00,0.00,6.45,6.50,342875.00,290.90,255150.00,1275750.00,0.03,0.02,-3.50,2.69,0.00010
0.00000,2.51,-3.39,-0.98,0,--,0.00,0.00,0.00,0.00,1912.80,2044.90,1991.22,2022.65,--,0.00,44900,16.60,BANKNIFTY,6.15,6.15,0.00,0.00,6.10,6.20,225600.00,179.70,144950.00,987150.00,0.02,0.02,-3.39,2.51,0.00000
0.00000,2.35,-3.27,-0.98,0,0.49,650.00,100.00,4.70,2250.00,2086.20,2099.65,2091.22,2122.65,18.78,2110.00,45000,17.20,BANKNIFTY,5.80,5.80,0.00,0.00,5.80,5.90,2585400.00,104.10,1318825.00,5755500.00,0.02,0.02,-3.27,2.35,0.00000
0.00000,2.20,-3.16,-0.98,0,0.56,0.00,0.00,0.00,250.00,2122.10,2247.60,2191.22,2222.65,-101.57,2089.65,45100,17.70,BANKNIFTY,5.50,5.50,0.00,0.00,5.50,5.55,164625.00,113.50,87500.00,798100.00,0.02,0.02,-3.16,2.20,0.00000
0.00000,2.05,-3.03,-0.99,0,--,0.00,0.00,0.00,0.00,2265.70,2341.75,2291.22,2322.65,--,0.00,45200,18.20,BANKNIFTY,5.15,5.15,0.00,0.00,5.15,5.20,218175.00,238.30,153675.00,676800.00,0.02,0.01,-3.03,2.05,0.00000
0.00000,1.93,-2.93,-0.99,0,--,0.00,0.00,0.00,0.00,2365.35,2434.60,2391.22,2422.65,--,0.00,45300,18.80,BANKNIFTY,4.90,4.90,0.00,0.00,4.90,4.95,110350.00,104.80,56475.00,485600.00,0.02,0.01,-2.93,1.93,0.00000
0.00000,1.84,-2.88,-0.99,8.79,--,0.00,--,--,675425.00,2460.50,2541.75,2491.22,2522.65,--,0.00,45400,19.30,BANKNIFTY,4.75,4.75,0.00,0.00,4.75,4.80,76825.00,--,--,352675.00,0.02,0.01,-2.88,1.84,0.00000
0.00000,1.73,-2.78,-0.99,0,--,0.00,0.00,0.00,0.00,2512.15,2660.10,2591.22,2622.65,--,0.00,45500,19.80,BANKNIFTY,4.50,4.50,0.00,0.00,4.45,4.55,909325.00,253.50,652100.00,2969675.00,0.03,0.01,-2.78,1.73,0.00000
0.00000,1.42,-2.61,-0.99,0,--,0.00,0.00,0.00,0.00,2999.90,3156.10,3091.22,3122.65,--,0.00,46000,22.70,BANKNIFTY,4.00,4.00,0.00,0.00,3.95,4.00,1728825.00,690.80,1510200.00,4516500.00,0.02,0.01,-2.61,1.42,0.00000
0.00000,1.10,-2.23,-0.99,0,--,0.00,0.00,0.00,0.00,3500.70,3657.95,3591.22,3622.65,--,0.00,46500,25.00,BANKNIFTY,3.20,3.20,0.00,0.00,3.20,3.25,414725.00,803.50,368825.00,1580450.00,0.02,0.01,-2.23,1.10,0.00000
0.00000,0.88,-1.95,-0.99,0,0.55,25.00,0.00,0.00,0.00,4070.50,4148.70,4091.22,4122.65,-88.12,4003.10,47000,27.40,BANKNIFTY,2.65,2.65,0.00,0.00,2.65,2.70,386075.00,393.40,307825.00,1629150.00,0.01,0.01,-1.95,0.88,0.00000
0.00000,0.76,-1.83,-1.00,0,0.51,50.00,0.00,0.00,0.00,4492.90,4672.25,4591.22,4622.65,-21.22,4570.00,47500,29.80,BANKNIFTY,2.40,2.40,0.00,0.00,2.40,2.45,174100.00,657.00,151100.00,896425.00,0.01,0.00,-1.83,0.76,0.00000
0.00000,0.67,-1.76,-1.00,0,--,0.00,0.00,0.00,0.00,4959.25,5201.80,5091.22,5122.65,--,0.00,48000,32.30,BANKNIFTY,2.25,2.25,0.00,0.00,2.25,2.30,449375.00,307.00,338950.00,1372225.00,0.01,0.00,-1.76,0.67,0.00000
0.00000,0.63,-1.79,-1.00,0,--,0.00,0.00,0.00,0.00,5462.60,5662.05,5591.22,5622.65,--,0.00,48500,35.00,BANKNIFTY,2.25,2.25,0.00,0.00,2.25,2.30,348800.00,1281.40,323550.00,1112225.00,0.01,0.00,-1.79,0.63,0.00000
0.00000,0.57,-1.74,-1.00,0,0.55,0.00,0.00,0.00,75.00,5982.15,6164.50,6091.22,6122.65,-91.07,6000.15,49000,37.40,BANKNIFTY,2.15,2.15,0.00,0.00,2.15,2.20,1127125.00,4350.60,1101800.00,2917650.00,0.06,0.00,-1.74,0.57,0.00000
